transaction_id,account_id,merchant_id,amount,is_fraud
253,887,77,394.37,0
254,1486,45,-3910.13,0
255,1889,115,2635.26,0
256,1116,87,12395.06,0
257,1076,140,18777.81,0
258,1829,177,-3074.2,0
259,520,159,-4287.9,0
260,812,92,17103.68,0
261,1122,22,13703.63,0
262,236,172,19806.21,0
263,1925,92,4919.82,0
264,1398,192,5401.27,0
265,1605,77,-692.2,0
266,927,25,-2103.82,0
267,557,108,9467.95,0
268,649,179,4107.13,0
269,234,135,-2992.09,0
270,1056,109,17174.68,0
271,1313,134,-41.09,1
272,1662,24,13714.61,0
273,579,19,2055.71,0
274,542,83,15322.62,0
275,114,115,-2040.08,0
276,204,9,13901.79,0
277,1053,112,-2547.03,0
278,643,164,6172.89,0
279,474,102,13350.11,0
280,697,168,-669.54,0
281,253,152,2141.62,0
282,1822,48,16619.17,0
283,905,191,17127.98,0
284,1946,69,-3876.61,0
285,386,181,-797.74,0
286,62,182,-2063.2,0
287,515,170,-507.67,0
288,430,119,19254.69,0
289,580,45,8791.38,0
290,1561,125,6702.81,0
291,1715,14,19611.68,0
292,1165,157,8923.9,0
293,743,134,11527.95,0
294,1324,135,3319.26,0
295,675,37,4552.87,0
296,311,53,9860.23,0
297,471,18,-3255.36,0
298,1417,38,1397.07,0
299,1666,187,-79.71,0
300,1469,129,-4602.67,0
301,1782,196,8422.53,0
302,809,44,9026.32,0
303,172,47,4598.48,0
304,576,35,1718.19,0
305,31,60,11301.5,0
306,47,90,-1633.52,0
307,130,52,7965.38,0
308,352,8,14201.85,0
309,978,107,-892.55,0
310,1869,169,13831.49,0
311,1646,131,14019.86,0
312,1605,197,-3501.83,0
313,58,142,-4530.39,0
314,1130,96,19348.39,0
315,812,26,-165.43,0
316,1354,111,15553.48,0
317,768,198,9046.27,0
318,1848,123,1611.8,0
319,683,186,-1750.74,0
320,1407,168,7416.93,0
321,1186,51,5183.87,0
322,997,123,12472.15,0
323,286,5,17604.21,0
324,1095,77,15131.2,0
325,1791,160,1861.3,0
326,1478,1,16973.33,0
327,886,182,15834.78,0
328,1591,11,18228.41,0
329,1859,181,6466.52,0
330,397,8,14214.38,1
331,1539,153,9791.45,0
332,26,168,2762.57,0
333,313,32,19860.78,0
334,126,28,-4042.31,0
335,1432,131,-943.19,0
336,1589,128,17313.56,0
337,1222,62,-3485.93,0
338,811,27,17170.52,0
339,188,45,12880.54,0
340,698,105,-4082.9,0
341,1841,92,5733.0,0
342,810,25,13861.79,0
343,716,189,9577.51,0
344,1508,44,18396.78,0
345,450,174,16691.1,0
346,523,142,3316.19,0
347,1895,136,-2884.32,0
348,1378,176,18606.43,0
349,986,142,7932.17,0
350,658,193,-3140.06,0
351,597,80,15414.39,0
352,100,82,16712.66,0
353,616,135,10985.62,0
354,948,88,6187.72,0
355,1582,177,11554.33,0
356,556,127,12667.09,0
357,278,55,17325.75,0
358,1717,141,18896.54,0
359,1723,184,7858.02,0
360,1650,56,14962.36,0
361,491,15,19112.74,0
362,255,185,-1218.92,0
363,381,58,-4543.3,0
364,892,163,16724.09,0
365,542,88,-118.17,0
366,1288,97,-3938.03,0
367,1634,144,-997.6,0
368,825,8,4602.87,0
369,879,173,481.64,0
370,1353,40,2631.34,0
371,1139,182,19382.35,0
372,1300,14,12610.14,0
373,1512,187,12804.79,0
374,281,53,-2632.87,0
375,1299,127,13302.46,0
376,773,155,13483.61,0
377,843,175,11493.63,0
378,719,80,710.91,0
379,1920,115,5575.9,0
380,328,134,16156.91,0
381,211,55,11755.04,0
382,727,44,13319.22,0
383,923,18,9684.36,0
384,552,16,6239.66,0
385,26,12,13976.3,0
386,27,148,-3301.85,0
387,702,45,11829.02,0
388,1107,192,19930.11,0
389,1920,187,14504.8,0
390,1970,93,2264.09,0
391,682,22,1945.49,0
392,413,97,11680.47,0
393,167,47,17396.36,0
394,1724,29,9448.74,0
395,169,45,8185.06,0
396,1825,77,-990.4,0
397,229,9,12886.42,0
398,1633,24,12557.47,0
399,367,15,19173.78,0
400,528,164,2504.8,0
401,791,13,13911.14,0
402,1671,91,5851.63,0
403,1562,172,8961.82,0
404,1888,101,15411.35,0
405,524,71,549.88,0
406,1096,200,3571.72,0
407,1669,122,14332.72,0
408,106,76,9261.45,0
409,732,164,-2689.43,0
410,1909,116,5754.65,0
411,965,61,9665.83,0
412,1713,168,17737.93,0
413,1306,126,-287.8,0
414,133,155,15148.82,0
415,534,1,-1734.39,0
416,975,162,1055.89,0
417,269,68,1083.6,0
418,1436,88,16936.98,0
419,673,21,-24.56,0
420,1643,161,14674.02,0
421,791,135,6545.16,0
422,1889,193,19977.27,0
423,1771,3,15977.29,0
424,18,51,13492.58,0
425,1778,79,16768.16,0
426,117,95,10850.76,0
427,798,182,16091.31,0
428,1818,123,1528.17,0
429,1168,187,-2557.42,0
430,1741,6,10398.3,0
431,551,157,5867.26,0
432,929,17,5661.02,0
433,1690,117,8168.7,0
434,1712,60,4034.57,0
435,1985,150,10651.49,0
436,753,152,-4235.79,0
437,422,125,19247.28,0
438,1922,81,18117.72,0
439,1393,85,18381.75,0
440,646,51,4125.09,0
441,558,178,8297.27,0
442,50,139,18853.27,0
443,678,184,17558.65,0
444,106,71,14756.11,0
445,1240,170,5183.29,0
446,658,39,9108.48,0
447,1947,69,14822.81,0
448,1449,48,1825.3,0
449,1096,125,10661.23,0
450,988,57,15698.36,0
451,842,21,12686.37,0
452,1809,82,6987.02,1
453,1783,99,9615.21,0
454,446,148,19716.89,0
455,1949,15,10049.69,0
456,1210,69,14640.44,0
457,70,179,13165.12,0
458,1998,76,12537.27,0
459,150,62,12909.23,0
460,1270,119,6360.24,0
461,774,37,6854.0,0
462,1562,134,6696.57,0
463,1959,199,-4168.63,0
464,1676,26,1026.63,0
465,1123,8,-1135.9,0
466,1934,4,17161.13,0
467,1302,21,1874.23,0
468,1587,159,-1538.93,0
469,1687,149,-2005.83,0
470,944,25,12499.75,1
471,455,143,-4847.92,0
472,1128,163,6782.61,0
473,946,177,-2028.22,0
474,601,43,16241.58,0
475,653,169,18961.26,0
476,725,37,18968.87,0
477,233,185,6049.1,0
478,1418,42,11112.87,0
479,1525,175,9992.6,0
480,1719,92,3750.97,0
481,251,61,6101.61,0
482,1545,142,-3391.91,0
483,79,68,14892.48,0
484,1076,53,1020.09,0
485,898,84,6513.18,0
486,921,34,7015.52,0
487,781,76,9017.79,0
488,226,97,15446.92,0
489,1075,152,12297.03,0
490,1210,148,11576.58,0
491,1058,197,8168.64,0
492,803,30,-2601.11,0
493,742,88,5050.21,0
494,131,7,18932.92,0
495,1023,36,19888.7,0
496,632,38,13262.45,0
497,1467,52,687.87,0
498,838,143,-2452.73,0
499,759,174,5369.11,0
500,1456,151,16414.3,0
501,704,140,13046.61,0
502,497,172,17097.31,0
503,1427,143,10394.41,0
504,323,93,-1741.79,0
505,1234,107,-2130.1,0
506,615,126,-3799.94,0
507,329,49,9177.0,0
508,1396,21,1072.16,0
509,1484,15,13359.59,0
510,133,14,12156.25,0
511,835,42,2952.77,0
512,651,15,-579.96,0
513,121,63,-2439.99,0
514,606,196,13432.88,0
515,1476,27,6261.02,0
516,965,93,3088.25,0
517,129,105,16416.33,0
518,1115,53,9840.33,0
519,1628,52,7950.06,0
520,1599,63,13584.48,0
521,29,181,15389.58,0
522,722,57,12151.83,0
523,1548,120,6000.16,0
524,333,52,4482.47,0
525,1321,107,14291.62,0
526,1154,43,7947.68,0
527,1317,135,12609.65,0
528,1197,117,17259.97,0
529,1744,170,17897.27,0
530,944,4,1942.89,0
531,1048,197,-302.75,0
532,1123,133,1532.18,0
533,1430,80,13784.29,0
534,356,41,4251.45,0
535,139,132,-665.27,0
536,1527,2,-2540.36,0
537,1850,195,3182.83,0
538,1198,149,-1596.59,0
539,29,198,-1090.66,0
540,931,43,12097.1,0
541,496,82,-4506.7,0
542,1014,108,-2061.17,0
543,655,197,16109.14,0
544,828,137,16122.85,0
545,351,156,3231.09,0
546,554,26,-2801.17,0
547,299,82,12624.26,0
548,1744,83,4003.29,0
549,1866,131,-3863.38,0
550,1969,73,-1054.33,0
551,1216,100,-1569.63,0
552,1696,49,9727.91,0
553,64,145,17452.94,0
554,755,63,14826.8,0
555,770,55,8662.9,0
556,1688,151,5553.88,0
557,1239,34,10466.92,0
558,834,105,6095.32,0
559,166,105,1152.48,0
560,1567,69,11979.94,0
561,1907,15,16831.1,0
562,1256,175,4321.76,0
563,1818,3,16038.46,0
564,1565,156,5777.05,0
565,1219,3,5033.4,0
566,506,102,-4291.89,0
567,1358,4,12381.97,0
568,1792,88,15187.56,0
569,793,159,11588.92,0
570,1328,45,-1215.98,0
571,833,187,-2417.66,0
572,1461,45,9321.47,0
573,1347,75,5037.91,0
574,1526,165,5727.44,0
575,858,193,19195.01,0
576,1938,9,13098.07,0
577,1417,145,5294.69,0
578,806,118,-4522.52,0
579,1623,65,-4147.61,0
580,1173,131,12120.09,0
581,761,26,15943.47,0
582,833,181,12692.57,0
583,1429,159,5147.19,0
584,283,26,-4221.61,0
585,1386,23,19185.04,0
586,379,30,19658.4,0
587,198,10,8734.11,0
588,1015,72,-3233.23,0
589,1024,64,8524.31,0
590,556,150,17308.46,0
591,356,143,11999.64,0
592,1564,123,12999.73,0
593,1453,105,-2875.75,0
594,1041,184,-2337.21,0
595,639,74,-1816.28,0
596,379,148,17609.42,0
597,680,105,8146.24,0
598,506,47,14789.38,0
599,1780,87,-2117.72,0
600,899,53,18191.07,0
601,76,181,15528.55,0
602,231,129,619.1,0
603,1740,2,16854.56,0
604,962,58,1586.07,0
605,1272,147,133.5,0
606,302,190,1606.1,0
607,726,72,17748.88,0
608,215,140,17889.8,0
609,1182,154,3224.89,0
610,69,27,12635.85,0
611,393,29,11893.63,0
612,1109,15,15164.07,0
613,267,174,2412.74,0
614,1093,129,7753.46,0
615,611,60,11691.85,0
616,1371,107,-4343.58,0
617,1009,185,4418.47,0
618,962,3,12397.21,0
619,728,115,1314.88,0
620,1951,146,18942.6,0
621,673,52,-4245.97,0
622,423,60,18952.18,0
623,1630,34,419.1,0
624,1198,96,-3779.45,0
625,1701,89,2311.85,0
626,115,60,14657.06,0
627,220,154,13811.05,0
628,1980,200,221.01,0
629,31,19,-80.25,0
630,1547,111,11064.5,0
631,1367,22,6452.07,0
632,1401,161,14807.25,0
633,1154,166,-4396.68,0
634,617,128,10260.3,0
635,539,35,13266.8,0
636,739,107,19834.65,0
637,1026,128,11969.54,0
638,871,195,796.13,0
639,101,83,-2295.35,0
640,1557,138,11022.92,0
641,1082,143,8079.58,0
642,1413,139,17478.63,0
643,692,111,13165.2,0
644,941,90,7743.56,0
645,341,24,5089.74,0
646,861,77,5109.37,0
647,1044,101,657.61,1
648,1279,132,-4566.85,0
649,1341,13,9372.76,0
650,38,185,310.37,0
651,660,98,208.17,0
652,1561,120,-1865.47,0
653,1410,37,-260.11,0
654,1657,48,-4205.27,0
655,928,199,11855.79,0
656,1050,1,5034.93,0
657,454,60,9038.11,0
658,1705,140,10923.94,0
659,1347,149,19312.11,0
660,737,139,-3293.35,0
661,1537,44,5447.94,0
662,819,115,1147.45,0
663,773,186,6917.8,0
664,13,108,18011.81,0
665,915,44,13099.61,0
666,1932,78,11548.74,0
667,1584,162,6031.15,0
668,921,25,11777.81,0
669,825,132,-4190.62,0
670,371,192,9655.97,0
671,1315,116,8844.41,0
672,332,119,3666.01,0
673,1630,144,37.85,0
674,261,10,15188.89,0
675,1814,109,-3653.45,0
676,1895,194,-3258.18,0
677,1229,35,6013.04,0
678,697,134,1313.86,0
679,687,19,13636.31,0
680,950,187,10854.75,0
681,387,181,14313.37,0
682,1916,8,3116.97,0
683,821,10,13512.97,0
684,468,195,16557.58,0
685,1439,166,3631.86,0
686,69,29,3497.4,0
687,1496,15,17498.79,0
688,1128,87,-3755.24,0
689,1782,23,3754.74,0
690,1185,46,-2033.19,0
691,200,28,-4275.49,0
692,216,26,-2178.26,0
693,1970,10,5781.14,0
694,212,175,12173.9,0
695,508,4,2232.06,0
696,16,55,16241.88,0
697,1522,66,5940.39,0
698,884,67,19205.7,0
699,332,135,18853.89,0
700,717,55,14331.91,0
701,1901,31,18310.14,0
702,551,74,12677.4,0
703,1625,19,17389.58,0
704,942,156,911.84,0
705,256,81,3635.51,0
706,992,156,13823.25,0
707,1790,147,5614.03,0
708,728,87,15933.19,0
709,880,20,16940.97,0
710,815,13,2493.24,0
711,1196,77,15586.27,0
712,649,43,-1143.39,1
713,1000,139,3354.92,0
714,1522,176,7949.12,0
715,471,143,661.09,0
716,1408,145,9481.7,0
717,690,182,9467.38,0
718,1613,50,172.57,0
719,700,28,14891.03,0
720,507,4,10791.11,0
721,992,22,2944.01,0
722,1010,119,804.62,0
723,1551,101,16968.75,0
724,804,39,15893.56,0
725,831,34,744.02,0
726,1349,97,-4109.87,0
727,214,44,15113.31,0
728,1232,170,10387.71,0
729,169,40,-2477.95,0
730,1354,97,9683.96,0
731,1304,140,6304.57,0
732,978,130,14363.76,0
733,1329,156,227.12,0
734,146,74,6328.92,0
735,1799,86,-1093.9,0
736,516,90,18938.18,0
737,1114,67,14468.45,0
738,453,199,13418.06,0
739,60,200,12255.17,0
740,1335,76,5583.41,0
741,528,92,18082.06,0
742,1251,10,-3177.07,0
743,1024,86,15081.48,0
744,474,102,380.82,0
745,1565,185,3100.7,0
746,1687,108,7985.74,0
747,757,165,14566.38,0
748,782,91,15963.37,0
749,1103,192,9593.31,0
750,433,79,5075.89,0
751,1825,86,18662.56,0
752,1177,107,1163.03,0
753,1813,168,15077.36,0
754,401,101,10301.24,0
755,1303,108,4422.38,0
756,57,60,-4965.8,0
757,1003,48,6164.98,0
758,186,117,1918.0,0
759,398,106,-2391.33,0
760,605,147,-3121.04,0
761,788,200,3688.96,0
762,158,33,10368.93,0
763,1811,44,15937.98,0
764,1717,165,-410.92,0
765,1383,112,5616.1,0
766,1464,89,4798.9,0
767,589,36,7834.85,0
768,466,81,15239.68,0
769,1687,88,8841.13,0
770,446,149,16166.37,0
771,1774,130,7963.79,0
772,801,31,10096.18,0
773,1767,108,5934.58,0
774,1512,30,15577.39,0
775,1554,172,18095.68,0
776,1097,12,10978.62,0
777,929,51,15519.56,0
778,1952,121,-3524.92,0
779,1725,177,17652.79,0
780,1974,152,-276.87,0
781,17,152,1413.01,0
782,1555,188,-3666.75,0
783,731,139,19135.0,0
784,326,13,16300.27,0
785,995,91,17829.62,0
786,1656,200,16180.4,0
787,613,74,6988.26,0
788,546,200,18102.05,0
789,596,192,19236.82,0
790,921,20,7564.17,0
791,1732,72,-609.38,0
792,842,73,11465.56,0
793,1226,71,19385.96,0
794,344,78,16803.67,0
795,1877,28,16545.38,0
796,1547,130,18345.45,0
797,859,121,17348.81,0
798,1424,43,14407.04,0
799,1242,8,12956.82,0
800,445,13,1619.18,0
801,1789,111,10533.5,0
802,222,35,8037.22,0
803,1407,23,16548.6,0
804,1905,46,7292.81,0
805,592,15,-1806.43,0
806,1031,130,-4875.69,0
807,1296,61,11946.83,0
808,1763,115,8747.71,0
809,1018,64,3274.07,0
810,16,52,-775.7,0
811,1448,164,6667.88,0
812,524,195,-2492.84,0
813,803,69,3402.71,0
814,1777,67,4480.3,0
815,21,175,6640.47,0
816,1714,83,6665.52,0
817,1963,2,1425.14,0
818,228,172,16255.27,0
819,1008,192,3888.59,0
820,1809,78,739.68,0
821,1312,28,-604.75,0
822,809,54,3064.46,0
823,1158,67,-3311.18,0
824,1307,164,-4177.31,0
825,404,102,10128.55,0
826,1689,120,10478.68,0
827,1090,191,8239.71,0
828,1673,153,14057.13,0
829,1628,48,-4021.24,0
830,437,167,18399.33,0
831,829,47,-2623.37,0
832,934,21,11850.57,0
833,259,158,-1665.09,0
834,1990,92,16997.64,0
835,103,159,7767.83,0
836,993,121,-2942.66,0
837,1591,116,10418.1,0
838,769,154,-4772.25,0
839,1125,150,14400.55,0
840,1222,149,11264.62,0
841,813,1,315.62,0
842,226,165,4368.77,0
843,943,77,-4804.83,0
844,463,85,12342.1,0
845,237,46,3066.7,0
846,1050,137,9289.72,0
847,1145,145,18918.19,0
848,1934,47,2486.67,0
849,506,59,19755.95,0
850,1206,54,10818.21,0
851,1735,86,1052.22,0
852,814,12,5919.45,0
853,767,192,13511.33,0
854,634,6,6161.95,0
855,1567,53,-3287.31,0
856,1339,144,-784.91,0
857,991,90,14782.44,0
858,1821,5,11209.33,1
859,618,73,9245.64,0
860,1760,174,-809.45,0
861,273,14,15943.94,0
862,1934,172,19018.5,0
863,232,191,-3977.82,0
864,1444,106,-3049.2,0
865,768,52,17118.11,0
866,1466,116,15388.81,0
867,496,26,10448.36,0
868,1048,53,18624.13,0
869,1133,109,11160.76,0
870,1727,29,399.63,0
871,502,19,13216.06,0
872,1883,47,11142.76,0
873,25,136,19643.62,0
874,1211,23,347.39,0
875,288,117,9947.12,0
876,1652,106,14504.19,0
877,338,163,3474.58,0
878,1902,53,4491.99,1
879,1938,96,17197.55,0
880,1061,186,5104.87,0
881,1818,5,10618.32,0
882,137,16,17230.95,0
883,508,17,245.66,0
884,227,160,19546.93,0
885,320,102,12548.84,0
886,1864,180,7403.04,0
887,916,20,5773.01,0
888,1206,112,18859.12,0
889,1898,120,143.12,0
890,86,194,2792.08,0
891,1491,111,2694.82,0
892,926,1,2225.16,0
893,53,58,6713.45,0
894,860,93,19729.48,0
895,867,172,17219.67,0
896,1259,6,3198.74,0
897,1983,108,5571.75,0
898,1803,103,11737.02,0
899,1823,50,-4571.21,0
900,433,118,15503.84,0
901,1520,110,16994.95,0
902,999,200,16430.01,0
903,100,88,4376.36,0
904,990,20,6549.99,0
905,599,14,-4690.29,0
906,403,133,4984.88,0
907,396,169,6510.67,0
908,1551,40,17674.36,0
909,415,34,17349.69,0
910,939,124,19152.43,0
911,1637,45,17127.62,0
912,677,199,-4794.98,0
913,463,80,11036.52,0
914,541,71,-3294.06,0
915,1650,155,1814.86,0
916,1643,78,9457.69,0
917,1946,78,12515.35,0
918,1388,172,11365.8,0
919,1154,33,-3773.54,0
920,84,33,-2409.9,0
921,271,44,-1785.33,0
922,244,20,-2714.64,0
923,388,111,-544.14,0
924,214,164,12212.19,0
925,818,7,15770.93,0
926,1190,160,5220.35,0
927,1815,195,12319.54,0
928,59,167,0.41,0
929,1626,24,19332.0,0
930,883,70,3749.94,0
931,843,112,16146.67,0
932,924,104,18634.16,0
933,1528,54,16617.85,0
934,1730,38,-3323.31,0
935,123,74,11257.68,0
936,1672,80,-1997.73,0
937,1437,32,-4858.42,0
938,1163,45,-3705.41,0
939,1253,61,17903.73,0
940,1298,198,17711.59,0
941,439,53,645.61,0
942,1022,128,8676.53,0
943,562,179,18875.71,0
944,1934,76,7417.65,0
945,118,184,4839.45,0
946,1738,27,7081.22,0
947,905,166,14755.39,0
948,1507,62,6931.94,0
949,395,18,14581.94,0
950,1727,127,5792.44,0
951,876,109,1300.14,0
952,1484,103,3161.82,0
953,1859,192,-3054.41,0
954,1717,77,7434.53,0
955,935,117,-1297.23,0
956,1102,104,15288.68,0
957,952,158,5514.76,0
958,1436,49,14125.06,0
959,75,169,18861.51,0
960,295,116,16236.95,0
961,1817,141,18786.59,0
962,21,162,9198.41,0
963,1930,100,-866.89,0
964,1195,125,18384.9,0
965,1039,25,16712.61,0
966,1235,194,16610.32,0
967,560,128,12331.86,0
968,1110,100,10622.91,0
969,1173,146,-4631.9,0
970,1724,5,13701.35,0
971,372,19,-2711.62,0
972,1504,170,1493.77,0
973,818,18,8787.26,0
974,1175,121,6293.31,0
975,1165,32,-4605.64,0
976,1093,149,15599.63,0
977,1284,10,16970.02,0
978,846,37,12046.82,0
979,1992,177,8526.7,0
980,521,86,19018.45,0
981,1657,13,-2001.09,0
982,371,183,13447.75,0
983,1443,145,-1790.98,0
984,101,9,4546.12,0
985,661,88,9637.11,0
986,1978,172,13427.19,0
987,1682,46,-4907.1,0
988,1889,136,1514.95,0
989,968,119,8455.01,0
990,243,165,8321.84,0
991,753,19,10940.66,0
992,512,191,2596.34,0
993,849,174,8513.23,0
994,555,94,-255.33,0
995,1119,199,-328.19,0
996,226,26,9414.1,0
997,1542,46,12136.81,0
998,214,118,-1990.0,0
999,718,46,-1930.25,0
1000,67,14,9132.57,0
1001,396,85,1752.39,0
1002,612,63,4809.98,0
1003,1036,72,5018.71,0
1004,1261,3,-536.18,0
1005,1858,28,-4967.13,0
1006,770,125,16328.8,0
1007,1423,157,12875.05,1
1008,407,87,12263.46,0
1009,925,146,8662.63,0
1010,1873,163,12524.24,0
1011,1504,77,18392.21,0
1012,647,76,11641.84,0
1013,222,175,1627.29,0
1014,1180,114,9264.0,0
1015,654,133,6058.11,0
1016,428,75,8910.48,0
1017,1182,59,7940.26,0
1018,977,59,16469.38,0
1019,1440,47,11295.0,0
1020,1006,95,-281.04,0
1021,1350,141,-3424.58,0
1022,371,78,5609.09,0
